model,price,transmission,mileage,fuelType,tax,mpg,engineSize
 3 Series,28888,Automatic,10799,Diesel,145,52.3,2
 3 Series,33699,Semi-Auto,7736,Hybrid,135,8.8,2
 5 Series,34500,Automatic,99,Hybrid,135,156.9,2
 1 Series,19999,Semi-Auto,6386,Petrol,145,47.9,2
 1 Series,28500,Semi-Auto,9058,Diesel,150,51.4,2
 3 Series,20995,Semi-Auto,26810,Hybrid,0,134.5,2
 2 Series,18995,Semi-Auto,8157,Petrol,150,40.9,1.5
 1 Series,9799,Manual,46000,Petrol,145,50.4,1.6
 3 Series,11499,Manual,66488,Diesel,20,68.9,2
 1 Series,19950,Semi-Auto,30173,Petrol,205,39.8,3
 2 Series,17110,Semi-Auto,34032,Diesel,145,65.7,2
 4 Series,19370,Automatic,26739,Diesel,145,65.7,2
 3 Series,10800,Manual,50810,Diesel,30,61.4,2
 4 Series,27790,Semi-Auto,7298,Petrol,145,41.5,3
 5 Series,27990,Automatic,14541,Diesel,145,65.7,2
 1 Series,25999,Semi-Auto,1356,Diesel,145,50.4,2
 3 Series,34990,Semi-Auto,8005,Petrol,145,40.4,2
 1 Series,13500,Automatic,34144,Diesel,20,68.9,1.5
 3 Series,16100,Automatic,45759,Diesel,145,56.5,3
 4 Series,17144,Manual,18250,Petrol,160,46.3,2
 4 Series,19494,Semi-Auto,14465,Diesel,145,65.7,2
 1 Series,9995,Manual,59995,Diesel,30,62.8,2
 2 Series,17745,Semi-Auto,17771,Diesel,150,62.8,2
 5 Series,28735,Semi-Auto,21638,Diesel,150,53.3,3
 1 Series,13888,Manual,15512,Petrol,150,53.3,1.5
 3 Series,25490,Semi-Auto,6219,Petrol,150,42.2,2
 3 Series,26490,Semi-Auto,7385,Petrol,150,41.5,2
 2 Series,17990,Semi-Auto,30488,Diesel,145,55.4,2
 3 Series,29990,Automatic,13376,Diesel,145,52.3,2
 3 Series,15500,Semi-Auto,47251,Diesel,30,64.2,2
 1 Series,12200,Semi-Auto,45648,Diesel,150,72.4,1.5
 4 Series,24990,Semi-Auto,8830,Petrol,145,48.7,2
 3 Series,13995,Semi-Auto,32871,Diesel,145,68.9,2
 2 Series,25480,Automatic,10,Hybrid,135,113,1.5
 2 Series,18990,Semi-Auto,20000,Petrol,150,50.4,1.5
 1 Series,14990,Semi-Auto,26525,Petrol,150,55.5,1.5
 3 Series,21990,Semi-Auto,10586,Diesel,145,55.4,2
 1 Series,23990,Manual,10,Petrol,145,44.1,1.5
 2 Series,20990,Semi-Auto,2139,Petrol,145,53.3,1.5
 3 Series,30990,Automatic,2579,Diesel,145,52.3,2
 3 Series,41990,Automatic,10028,Diesel,145,43.5,3
 4 Series,23990,Semi-Auto,17592,Petrol,145,48.7,2
 5 Series,25990,Semi-Auto,48883,Diesel,145,53.3,3
 5 Series,21790,Semi-Auto,24794,Diesel,30,65.7,2
 3 Series,16995,Semi-Auto,22035,Diesel,30,62.8,2
 5 Series,18495,Semi-Auto,36200,Diesel,160,50.4,3
 1 Series,9995,Manual,56369,Diesel,125,58.9,2
 1 Series,13995,Manual,22119,Diesel,150,68.9,2
 5 Series,10000,Semi-Auto,87457,Diesel,145,56.5,2
 3 Series,30990,Semi-Auto,4506,Diesel,150,52.3,2
 1 Series,31990,Semi-Auto,3150,Petrol,150,34.5,2
 3 Series,19990,Manual,2459,Petrol,150,47.9,2
 4 Series,29990,Semi-Auto,9448,Petrol,145,41.5,3
 2 Series,17490,Semi-Auto,36000,Petrol,265,37.2,3
 1 Series,13800,Automatic,11510,Diesel,20,70.6,2
 5 Series,30500,Semi-Auto,7536,Petrol,145,46.3,2
 3 Series,19490,Automatic,30088,Petrol,160,46.3,2
 5 Series,23990,Semi-Auto,29283,Diesel,125,60.1,2
 5 Series,22490,Semi-Auto,32466,Diesel,145,60.1,2
 5 Series,16490,Semi-Auto,26037,Diesel,20,68.9,2
 3 Series,21790,Semi-Auto,8748,Petrol,145,44.8,2
 4 Series,33990,Semi-Auto,5763,Petrol,145,39.2,3
 1 Series,18990,Semi-Auto,10746,Diesel,145,67.3,2
 3 Series,26990,Semi-Auto,7522,Petrol,145,41.5,2
 4 Series,25990,Semi-Auto,11555,Petrol,145,46.3,2
 2 Series,23990,Semi-Auto,9,Petrol,145,47.9,2
 3 Series,31990,Semi-Auto,11,Petrol,145,40.4,2
 4 Series,20942,Automatic,39734,Petrol,260,37.2,3
 4 Series,27992,Semi-Auto,9756,Diesel,150,65.7,2
 1 Series,16000,Semi-Auto,45580,Diesel,125,61.4,2
 3 Series,23500,Semi-Auto,21,Diesel,145,70.6,2
 4 Series,14282,Semi-Auto,66453,Diesel,30,65.7,2
 3 Series,20412,Semi-Auto,30852,Diesel,160,52.3,3
 2 Series,19543,Manual,1996,Petrol,145,42.8,1.5
 3 Series,18981,Semi-Auto,40443,Diesel,165,51.4,3
 3 Series,20706,Automatic,11499,Diesel,145,62.8,2
 5 Series,34502,Automatic,13641,Diesel,145,51.4,3
 2 Series,20512,Semi-Auto,9114,Petrol,145,50.4,1.5
 3 Series,41513,Semi-Auto,4670,Petrol,145,34.9,3
 3 Series,15981,Manual,50100,Diesel,150,56.5,2
 3 Series,27781,Manual,11701,Diesel,150,54.3,2
 2 Series,20981,Manual,15674,Petrol,150,47.1,1.5
 3 Series,22981,Semi-Auto,29994,Petrol,205,41.5,3
 1 Series,15981,Manual,44426,Petrol,150,52.3,1.5
 5 Series,17500,Manual,26355,Diesel,160,52.3,2
 4 Series,29000,Semi-Auto,2741,Diesel,145,60.1,2
 5 Series,27500,Semi-Auto,4207,Petrol,150,36.2,2
 1 Series,18402,Manual,23139,Petrol,300,35.3,3
 5 Series,20995,Semi-Auto,23116,Diesel,30,62.8,2
 2 Series,16962,Semi-Auto,25252,Petrol,145,51.4,1.5
 2 Series,26991,Manual,2715,Diesel,145,61.4,2
 1 Series,18380,Automatic,16899,Petrol,145,54.3,1.5
 4 Series,22932,Semi-Auto,18774,Diesel,160,49.6,3
 4 Series,29676,Automatic,7365,Petrol,145,41.5,3
 3 Series,17182,Manual,34687,Diesel,145,60.1,2
 2 Series,23230,Semi-Auto,6932,Petrol,145,50.4,2
 4 Series,29840,Automatic,6000,Diesel,145,60.1,2
 5 Series,27500,Semi-Auto,7095,Petrol,150,50.4,2
 1 Series,12000,Manual,30302,Diesel,20,68.9,2
 4 Series,27500,Semi-Auto,130,Petrol,145,45.6,2
 4 Series,36000,Semi-Auto,11,Diesel,145,50.4,3
 1 Series,22500,Semi-Auto,7188,Diesel,145,68.9,1.5
 2 Series,15952,Manual,17146,Petrol,145,55.4,1.5
 1 Series,17962,Semi-Auto,36510,Petrol,235,37.7,3
 2 Series,23810,Automatic,151,Diesel,145,49.6,2
 2 Series,19870,Manual,151,Petrol,145,42.8,1.5
 1 Series,21340,Automatic,4761,Petrol,145,42.8,1.5
 4 Series,25374,Automatic,151,Diesel,145,60.1,2
 2 Series,24230,Semi-Auto,4301,Petrol,145,48.7,2
 1 Series,22890,Manual,5397,Petrol,145,41.5,1.5
 2 Series,21980,Manual,5587,Petrol,145,52.3,1.5
 5 Series,28200,Automatic,7399,Petrol,145,50.4,2
 1 Series,30160,Automatic,7890,Petrol,145,34.5,2
 3 Series,27130,Automatic,5732,Petrol,145,42.2,2
 1 Series,22280,Manual,4710,Petrol,145,41.5,1.5
 2 Series,26496,Automatic,10843,Petrol,145,39.8,3
 1 Series,25500,Semi-Auto,4171,Petrol,150,39.8,3
 2 Series,16999,Semi-Auto,5000,Petrol,125,53.3,1.5
 3 Series,18999,Semi-Auto,28563,Diesel,150,64.2,2
 1 Series,22750,Manual,8543,Diesel,145,70.6,1.5
 1 Series,22750,Manual,9345,Diesel,145,65.7,2
 3 Series,38500,Automatic,7699,Diesel,145,48.7,2
 3 Series,37000,Automatic,115,Diesel,145,49.6,2
 2 Series,14750,Semi-Auto,16073,Diesel,125,61.4,2
 5 Series,15495,Semi-Auto,26109,Diesel,30,65.7,2
 3 Series,28999,Semi-Auto,5000,Diesel,145,52.3,2
 3 Series,27999,Semi-Auto,5155,Diesel,145,52.3,2
 3 Series,26999,Semi-Auto,570,Petrol,150,43.5,2
 5 Series,11950,Semi-Auto,71766,Diesel,30,62.8,2
 4 Series,17127,Semi-Auto,34479,Diesel,30,65.7,2
 3 Series,16840,Automatic,47439,Diesel,145,56.5,3
 2 Series,12347,Manual,24460,Diesel,30,65.7,2
 1 Series,15000,Manual,39838,Diesel,145,62.8,2
 3 Series,24250,Semi-Auto,3552,Diesel,145,53.3,3
 4 Series,17500,Semi-Auto,33064,Diesel,30,65.7,2
 5 Series,36499,Semi-Auto,5000,Hybrid,135,156.9,2
 3 Series,35999,Semi-Auto,5000,Diesel,145,47.9,3
 4 Series,27995,Semi-Auto,4000,Diesel,145,58.9,2
 4 Series,13950,Semi-Auto,24649,Petrol,160,44.8,2
 4 Series,20400,Semi-Auto,22270,Diesel,145,60.1,2
 1 Series,13850,Semi-Auto,37398,Diesel,20,67.3,2
 2 Series,14340,Semi-Auto,20185,Petrol,150,50.4,1.5
 1 Series,20750,Semi-Auto,18635,Petrol,200,39.8,3
 2 Series,23750,Semi-Auto,16512,Petrol,145,39.8,3
 3 Series,31990,Semi-Auto,3450,Petrol,150,40.4,2
 1 Series,23995,Semi-Auto,1491,Petrol,145,43.5,1.5
 1 Series,22995,Manual,1569,Diesel,145,70.6,2
 3 Series,27495,Semi-Auto,12897,Diesel,145,52.3,2
 2 Series,29999,Semi-Auto,5000,Diesel,145,48.7,2
 2 Series,22999,Semi-Auto,5713,Petrol,145,50.4,1.5
 2 Series,14990,Automatic,17000,Petrol,125,48.7,2
 3 Series,41990,Semi-Auto,7825,Petrol,150,34.9,3
 3 Series,32990,Semi-Auto,5869,Diesel,150,52.3,2
 3 Series,43990,Semi-Auto,2894,Petrol,150,33.6,3
 2 Series,23999,Semi-Auto,5000,Petrol,145,40.9,1.5
 5 Series,37995,Semi-Auto,2723,Diesel,145,53.3,3
 4 Series,28300,Semi-Auto,20,Diesel,145,65.7,2
 4 Series,26500,Semi-Auto,37,Petrol,145,48.7,2
 4 Series,28995,Semi-Auto,121,Petrol,145,48.7,2
 2 Series,22999,Semi-Auto,5000,Petrol,145,50.4,1.5
 3 Series,28995,Semi-Auto,4000,Diesel,145,52.3,2
 3 Series,19999,Manual,14875,Petrol,145,47.9,2
 2 Series,18490,Automatic,12941,Hybrid,0,141.2,1.5
 1 Series,11990,Manual,33779,Diesel,20,68.9,2
 2 Series,17490,Semi-Auto,27484,Diesel,125,60.1,2
 3 Series,22790,Semi-Auto,24200,Diesel,145,53.3,3
 3 Series,27492,Semi-Auto,3500,Petrol,145,42.2,2
 1 Series,16450,Manual,7169,Diesel,145,72.4,1.5
 3 Series,26000,Automatic,4971,Diesel,145,52.3,2
 3 Series,25000,Semi-Auto,8158,Petrol,145,42.2,2
 2 Series,29500,Semi-Auto,10,Petrol,145,39.8,3
 3 Series,21499,Semi-Auto,34137,Diesel,200,49.6,3
 4 Series,20999,Semi-Auto,16210,Diesel,30,65.7,2
 1 Series,19895,Manual,6181,Petrol,145,52.3,1.5
 2 Series,22999,Semi-Auto,3880,Petrol,145,47.9,2
 3 Series,27490,Automatic,8410,Diesel,145,53.3,3
 2 Series,18500,Manual,7367,Petrol,145,40.4,1.5
 2 Series,21450,Automatic,7044,Hybrid,135,148.7,1.5
 2 Series,24500,Semi-Auto,11901,Petrol,145,39.8,3
 2 Series,14500,Semi-Auto,20193,Diesel,125,57.6,2
 4 Series,21750,Semi-Auto,13754,Petrol,150,48.7,2
 4 Series,14550,Semi-Auto,39271,Petrol,165,44.1,2
 1 Series,20995,Semi-Auto,22000,Petrol,150,39.8,3
 3 Series,19250,Automatic,27323,Diesel,160,51.4,3
 2 Series,21250,Automatic,13186,Hybrid,135,148.7,1.5
 2 Series,21785,Automatic,10218,Hybrid,135,148.7,1.5
 5 Series,32000,Semi-Auto,8827,Hybrid,135,156.9,2
 2 Series,21450,Automatic,9181,Hybrid,135,148.7,1.5
 4 Series,24450,Automatic,28363,Petrol,145,41.5,3
 3 Series,25490,Semi-Auto,16363,Petrol,145,41.5,3
 1 Series,25995,Semi-Auto,15897,Petrol,150,32.5,3
 2 Series,24999,Semi-Auto,5208,Petrol,145,47.9,2
 1 Series,23499,Semi-Auto,12087,Petrol,145,39.8,3
 2 Series,24444,Semi-Auto,3550,Diesel,145,64.2,2
 5 Series,17999,Semi-Auto,38695,Diesel,145,53.3,3
 2 Series,23999,Semi-Auto,5000,Petrol,145,40.9,1.5
 2 Series,28995,Semi-Auto,5721,Petrol,145,38.2,3
 5 Series,30000,Automatic,6000,Diesel,145,60.1,2
 5 Series,30000,Automatic,6000,Petrol,145,46.3,2
 5 Series,20000,Semi-Auto,46367,Diesel,165,50.4,3
 1 Series,17000,Semi-Auto,21000,Diesel,125,61.4,2
 5 Series,34999,Semi-Auto,5000,Hybrid,150,49.6,2
 4 Series,33999,Semi-Auto,4000,Diesel,150,65.7,2
 2 Series,17000,Semi-Auto,22783,Diesel,30,62.8,2
 4 Series,27950,Automatic,75,Petrol,145,45.6,2
 4 Series,16990,Semi-Auto,45000,Petrol,160,44.1,2
 5 Series,29000,Semi-Auto,9,Petrol,150,50.4,2
 3 Series,26500,Semi-Auto,11812,Petrol,150,41.5,2
 3 Series,21000,Semi-Auto,19967,Hybrid,135,134.5,2
 4 Series,30000,Semi-Auto,10,Diesel,145,60.1,2
 2 Series,14999,Semi-Auto,19760,Diesel,150,68.9,2
 3 Series,21999,Semi-Auto,17324,Diesel,165,51.4,3
 3 Series,22799,Semi-Auto,12492,Diesel,150,64.2,2
 2 Series,22152,Semi-Auto,27169,Petrol,200,39.8,3
 4 Series,29882,Semi-Auto,3121,Petrol,150,45.6,2
 3 Series,16991,Semi-Auto,32857,Diesel,30,64.2,2
 1 Series,22895,Manual,5000,Petrol,145,41.5,1.5
 3 Series,26991,Semi-Auto,8310,Diesel,150,52.3,2
 4 Series,25771,Semi-Auto,6459,Diesel,150,58.9,2
 4 Series,25881,Semi-Auto,2282,Petrol,150,44.8,2
 1 Series,15792,Semi-Auto,8789,Petrol,30,55.5,1.5
 4 Series,21712,Semi-Auto,17100,Diesel,145,60.1,2
 2 Series,24352,Semi-Auto,6052,Petrol,150,47.9,2
 3 Series,36532,Semi-Auto,318,Petrol,150,40.4,2
 1 Series,19812,Semi-Auto,7233,Diesel,150,68.9,1.5
 3 Series,14995,Semi-Auto,40321,Diesel,125,58.9,2
 5 Series,34995,Semi-Auto,7450,Hybrid,135,156.9,2
 3 Series,33995,Automatic,5000,Diesel,145,49.6,2
 2 Series,26910,Automatic,1250,Diesel,145,65.7,2
 5 Series,31460,Automatic,1200,Diesel,145,62.8,2
 4 Series,25070,Semi-Auto,3038,Diesel,145,65.7,2
 1 Series,15722,Semi-Auto,14871,Diesel,20,67.3,2
 2 Series,25995,Semi-Auto,2348,Diesel,145,64.2,2
 1 Series,30200,Automatic,7312,Petrol,145,34.5,2
 3 Series,18331,Semi-Auto,33783,Diesel,125,60.1,2
 1 Series,13442,Semi-Auto,15200,Diesel,0,78.5,1.5
 3 Series,21991,Semi-Auto,15027,Diesel,150,64.2,2
 3 Series,20000,Semi-Auto,23501,Petrol,145,46.3,2
 2 Series,21450,Automatic,8702,Hybrid,135,148.7,1.5
 3 Series,25000,Semi-Auto,28930,Diesel,145,49.6,3
 4 Series,24999,Semi-Auto,26763,Petrol,145,41.5,3
 5 Series,29999,Semi-Auto,10373,Diesel,150,65.7,2
 4 Series,28295,Semi-Auto,8235,Petrol,145,48.7,2
 1 Series,23999,Semi-Auto,17493,Petrol,150,39.8,3
 3 Series,20999,Semi-Auto,17101,Petrol,150,48.7,2
 1 Series,12895,Manual,14354,Diesel,0,78.5,1.5
 4 Series,16991,Semi-Auto,35300,Diesel,125,58.9,2
 5 Series,25551,Semi-Auto,7143,Petrol,150,50.4,2
 5 Series,29441,Semi-Auto,9631,Petrol,150,36.2,2
 4 Series,31450,Semi-Auto,10,Diesel,145,60.1,2
 4 Series,28750,Automatic,2000,Diesel,145,60.1,2
 2 Series,21450,Automatic,8085,Hybrid,135,148.7,1.5
 5 Series,18990,Semi-Auto,19418,Petrol,145,47.1,2
 1 Series,31771,Semi-Auto,1954,Diesel,145,48.7,2
 1 Series,24762,Semi-Auto,2487,Diesel,145,70.6,2
 3 Series,29994,Semi-Auto,2000,Petrol,145,42.2,2
 1 Series,16722,Semi-Auto,9063,Petrol,145,55.5,1.5
 5 Series,26771,Semi-Auto,6260,Petrol,150,50.4,2
 1 Series,24551,Semi-Auto,11512,Petrol,150,40.4,1.5
 5 Series,27551,Semi-Auto,5838,Petrol,150,50.4,2
 3 Series,23991,Semi-Auto,11748,Petrol,150,47.9,2
 3 Series,29661,Semi-Auto,4925,Petrol,150,43.5,2
 5 Series,22312,Automatic,16403,Diesel,145,65.7,2
 2 Series,12032,Manual,26884,Petrol,30,55.4,1.5
 5 Series,18496,Semi-Auto,8392,Petrol,200,43.5,2
 3 Series,29530,Semi-Auto,2203,Petrol,145,42.2,2
 1 Series,25290,Automatic,5511,Petrol,145,40.4,1.5
 5 Series,30000,Semi-Auto,1678,Petrol,145,50.4,2
 2 Series,26990,Automatic,4428,Petrol,145,50.4,1.5
 3 Series,28990,Semi-Auto,4100,Petrol,145,42.2,2
 2 Series,20460,Manual,1250,Diesel,145,51.4,2
 3 Series,28260,Automatic,4567,Diesel,145,52.3,2
 2 Series,26441,Semi-Auto,2772,Petrol,145,32.5,3
 5 Series,29982,Semi-Auto,3635,Petrol,145,47.9,2
 5 Series,27802,Semi-Auto,6891,Diesel,145,65.7,2
 5 Series,32102,Semi-Auto,11878,Diesel,145,60.1,3
 5 Series,14662,Semi-Auto,59317,Diesel,30,62.8,2
 2 Series,24160,Semi-Auto,2404,Diesel,145,65.7,2
 2 Series,19943,Manual,110,Petrol,145,42.8,1.5
 2 Series,19776,Manual,110,Petrol,145,42.8,1.5
 2 Series,23870,Semi-Auto,2513,Diesel,145,49.6,2
 3 Series,27180,Semi-Auto,3763,Petrol,145,42.2,2
 1 Series,25490,Semi-Auto,2510,Diesel,145,51.4,2
 5 Series,27840,Semi-Auto,3829,Petrol,145,50.4,2
 2 Series,24515,Semi-Auto,2501,Petrol,145,50.4,2
 4 Series,20832,Semi-Auto,12500,Diesel,125,60.1,2
 1 Series,20216,Automatic,7935,Diesel,145,65.7,2
 3 Series,23942,Automatic,16374,Petrol,145,47.1,2
 4 Series,19142,Semi-Auto,24471,Diesel,30,65.7,2
 5 Series,26262,Automatic,41074,Diesel,145,53.3,3
 4 Series,22182,Semi-Auto,28373,Diesel,160,50.4,3
 3 Series,16882,Semi-Auto,41083,Diesel,125,57.6,3
 3 Series,26405,Semi-Auto,2000,Diesel,145,60.1,2
 2 Series,22991,Semi-Auto,7755,Diesel,150,65.7,2
 2 Series,26806,Semi-Auto,15,Petrol,145,47.9,2
 2 Series,25404,Semi-Auto,111,Diesel,145,65.7,2
 1 Series,14802,Semi-Auto,26804,Diesel,20,68.9,1.5
 2 Series,22594,Semi-Auto,8410,Diesel,145,48.7,2
 2 Series,24012,Semi-Auto,5000,Diesel,145,49.6,2
 4 Series,24522,Semi-Auto,11923,Petrol,145,48.7,2
 4 Series,27661,Semi-Auto,5452,Diesel,150,60.1,2
 2 Series,23441,Semi-Auto,8683,Petrol,150,47.9,2
 4 Series,22500,Semi-Auto,6035,Diesel,145,65.7,2
 3 Series,22395,Semi-Auto,6502,Petrol,150,48.7,2
 5 Series,37376,Automatic,3348,Diesel,145,51.4,3
 3 Series,11632,Manual,27371,Petrol,160,44.8,2
 3 Series,22482,Automatic,8850,Diesel,145,60.1,2
 3 Series,21972,Semi-Auto,21870,Diesel,145,53.3,3
 3 Series,26484,Semi-Auto,10200,Petrol,145,41.5,2
 4 Series,24662,Semi-Auto,2422,Petrol,145,45.6,2
 1 Series,21145,Semi-Auto,6776,Petrol,145,47.9,2
 2 Series,23074,Semi-Auto,28,Petrol,145,50.4,1.5
 2 Series,22305,Semi-Auto,7978,Petrol,145,47.9,2
 2 Series,23806,Semi-Auto,8257,Petrol,145,47.9,2
 2 Series,24356,Automatic,7566,Petrol,145,47.9,2
 3 Series,24886,Automatic,7469,Petrol,145,43.5,2
 2 Series,24494,Semi-Auto,5499,Petrol,145,47.9,2
 2 Series,22406,Automatic,7899,Petrol,145,47.9,2
 2 Series,19995,Semi-Auto,15422,Petrol,205,43.5,2
 2 Series,23246,Semi-Auto,6139,Petrol,145,47.9,2
 3 Series,29985,Automatic,5000,Diesel,145,52.3,2
 3 Series,29500,Automatic,3185,Petrol,145,42.2,2
 5 Series,35995,Semi-Auto,1000,Petrol,145,46.3,2
 2 Series,21274,Semi-Auto,9792,Petrol,145,38.7,1.5
 2 Series,21376,Automatic,8005,Petrol,145,38.7,1.5
 2 Series,25466,Automatic,6179,Diesel,145,46.3,2
 3 Series,26524,Semi-Auto,11727,Petrol,145,41.5,2
 5 Series,28495,Automatic,677,Petrol,145,50.4,2
 5 Series,18672,Semi-Auto,25458,Diesel,145,55.4,3
 1 Series,11995,Semi-Auto,10,Petrol,150,34.5,2
 4 Series,15995,Semi-Auto,48552,Diesel,125,60.1,2
 1 Series,8998,Manual,51342,Diesel,0,83.1,1.5
 3 Series,28024,Semi-Auto,9665,Diesel,145,52.3,2
 3 Series,22482,Semi-Auto,10571,Diesel,145,62.8,2
 3 Series,24404,Semi-Auto,2571,Diesel,145,62.8,2
 5 Series,29042,Semi-Auto,3506,Diesel,145,62.8,2
 3 Series,23164,Semi-Auto,7749,Diesel,145,64.2,2
 2 Series,24054,Semi-Auto,7460,Petrol,145,47.9,2
 3 Series,29500,Automatic,5000,Petrol,145,42.2,2
 3 Series,31500,Automatic,9752,Diesel,145,49.6,2
 1 Series,31000,Semi-Auto,9888,Petrol,145,34.5,2
 3 Series,37750,Automatic,5000,Diesel,145,47.9,3
 2 Series,25500,Automatic,5000,Petrol,145,40.9,1.5
 4 Series,22250,Semi-Auto,16613,Diesel,145,50.4,3
 3 Series,34995,Semi-Auto,2000,Diesel,145,47.9,3
 4 Series,35995,Semi-Auto,1000,Diesel,145,58.9,2
 5 Series,30995,Semi-Auto,1000,Diesel,145,65.7,2
 5 Series,32995,Automatic,2000,Diesel,145,60.1,2
 3 Series,14995,Automatic,34466,Petrol,125,51.4,2
 2 Series,15995,Manual,30310,Petrol,125,52.3,1.5
 1 Series,10995,Semi-Auto,43818,Petrol,150,48.7,1.6
 5 Series,16495,Semi-Auto,40008,Diesel,30,62.8,2
 3 Series,26995,Automatic,2407,Diesel,145,57.6,2
 5 Series,28995,Automatic,13,Petrol,145,50.4,2
 3 Series,27995,Automatic,11204,Petrol,145,41.5,2
 1 Series,8555,Manual,55621,Diesel,30,62.8,2
 3 Series,12321,Semi-Auto,77241,Diesel,30,64.2,2
 3 Series,30962,Semi-Auto,3523,Diesel,145,48.7,2
 5 Series,26495,Semi-Auto,21704,Diesel,145,62.8,2
 3 Series,35995,Semi-Auto,2166,Hybrid,135,8.8,2
 2 Series,21995,Semi-Auto,22012,Petrol,200,39.8,3
 1 Series,14995,Manual,24470,Diesel,30,65.7,2
 4 Series,24995,Automatic,6963,Diesel,145,65.7,2
 4 Series,25995,Semi-Auto,100,Petrol,145,45.6,2
 3 Series,19995,Semi-Auto,9981,Diesel,150,62.8,2
 5 Series,19995,Semi-Auto,34828,Diesel,30,68.9,2
 3 Series,23995,Semi-Auto,9436,Diesel,150,67.3,2
 3 Series,26995,Semi-Auto,4183,Diesel,150,52.3,2
 3 Series,27995,Semi-Auto,10334,Diesel,150,52.3,2
 5 Series,38995,Semi-Auto,3383,Diesel,145,51.4,3
 2 Series,21995,Semi-Auto,22642,Petrol,260,35.8,3
 5 Series,28995,Semi-Auto,11035,Diesel,145,56.5,3
 2 Series,21995,Semi-Auto,3748,Petrol,145,47.9,2
 1 Series,30995,Semi-Auto,3244,Petrol,145,34.5,2
 2 Series,27995,Semi-Auto,3000,Diesel,145,47.1,2
 1 Series,22995,Manual,3000,Petrol,145,44.1,1.5
 2 Series,13990,Manual,24893,Petrol,150,53.3,1.5
 2 Series,23956,Automatic,10241,Diesel,145,49.6,2
 5 Series,32995,Semi-Auto,1000,Diesel,145,60.1,2
 3 Series,15995,Semi-Auto,39293,Diesel,30,62.8,2
 2 Series,21995,Semi-Auto,8640,Petrol,145,50.4,2
 2 Series,24995,Semi-Auto,10632,Petrol,145,39.8,3
 3 Series,21995,Semi-Auto,37625,Diesel,205,49.6,3
 1 Series,19995,Semi-Auto,17546,Diesel,150,68.9,1.5
 4 Series,29995,Semi-Auto,100,Diesel,145,55.4,3
 3 Series,32995,Manual,2356,Diesel,145,54.3,2
 3 Series,27995,Manual,1000,Diesel,145,54.3,2
 5 Series,29995,Semi-Auto,36107,Diesel,145,51.4,3
 1 Series,22995,Semi-Auto,24000,Petrol,145,39.8,3
 3 Series,16995,Semi-Auto,14404,Diesel,145,67.3,2
 5 Series,33995,Automatic,3001,Diesel,145,53.3,3
 2 Series,24995,Automatic,4740,Diesel,145,61.4,2
 3 Series,38995,Semi-Auto,1000,Diesel,145,49.6,2
 3 Series,33995,Semi-Auto,4953,Hybrid,135,8.8,2
 5 Series,35995,Semi-Auto,11567,Hybrid,135,156.9,2
 2 Series,14995,Semi-Auto,42026,Petrol,145,48.7,2
 2 Series,25995,Semi-Auto,1000,Petrol,145,40.9,1.5
 1 Series,16995,Manual,34003,Petrol,145,46.3,2
 1 Series,23995,Semi-Auto,7409,Petrol,145,39.8,3
 5 Series,26995,Automatic,22379,Diesel,145,60.1,3
 1 Series,14995,Semi-Auto,15684,Petrol,30,55.5,1.5
 2 Series,26995,Automatic,8205,Petrol,145,32.5,3
 5 Series,31995,Automatic,10,Petrol,145,36.2,2
 3 Series,25995,Automatic,4258,Diesel,145,52.3,2
 1 Series,21495,Semi-Auto,33311,Petrol,200,39.8,3
 2 Series,19995,Semi-Auto,20496,Petrol,30,55.4,1.5
 1 Series,12995,Manual,24263,Diesel,150,78.5,1.5
 4 Series,25995,Automatic,1000,Diesel,145,65.7,2
 1 Series,17300,Manual,16127,Petrol,145,47.1,2
 3 Series,17994,Semi-Auto,19452,Petrol,150,45.6,2
 1 Series,18494,Semi-Auto,17129,Petrol,150,47.9,2
 1 Series,21995,Semi-Auto,17820,Petrol,205,39.8,3
 5 Series,15995,Semi-Auto,34682,Diesel,125,60.1,2
 3 Series,21500,Semi-Auto,47896,Diesel,200,49.6,3
 1 Series,19990,Automatic,24092,Petrol,145,39.8,3
 4 Series,26500,Semi-Auto,10305,Petrol,150,41.5,3
 1 Series,11995,Semi-Auto,23000,Petrol,125,50.4,1.6
 3 Series,11970,Semi-Auto,44533,Diesel,20,68.9,2
 1 Series,15495,Semi-Auto,6200,Petrol,145,55.5,1.5
 1 Series,18995,Semi-Auto,5975,Petrol,145,55.5,1.5
 4 Series,25995,Semi-Auto,13309,Diesel,145,60.1,2
 2 Series,18216,Automatic,5193,Petrol,145,48.7,2
 5 Series,32896,Automatic,6071,Diesel,145,53.3,3
 5 Series,30494,Semi-Auto,13098,Hybrid,135,156.9,2
 1 Series,26995,Manual,2771,Petrol,150,41.5,1.5
 5 Series,27916,Automatic,6456,Diesel,145,60.1,2
 3 Series,37995,Semi-Auto,3437,Petrol,145,41.5,2
 3 Series,33994,Semi-Auto,296,Diesel,145,49.6,2
 3 Series,41994,Semi-Auto,8754,Petrol,145,34.9,3
 5 Series,34994,Semi-Auto,1756,Diesel,145,51.4,3
 2 Series,26994,Automatic,13,Hybrid,135,113,1.5
 3 Series,26826,Automatic,7015,Petrol,145,41.5,3
 3 Series,16500,Semi-Auto,41345,Diesel,150,56.5,3
 1 Series,20732,Semi-Auto,965,Petrol,145,54.3,1.5
